model,c_u,c_o,mean_realized_cost,service_level,fill_rate,mean_overstock,crps,coverage_50,coverage_90,n_windows,n_scenarios,seed,commit
cvae_latent_dim8,3,1,31.63741046290639,0.7563823483357537,0.8900235059680249,14.085476645901327,12.653706559182753,0.5491859147751172,0.8822239893399815,651406,1000,0,d1ec119
cvae_latent_dim8,1,1,16.783182838352733,0.5365041157127812,0.8081463366408518,6.576750904965567,12.653706559182753,0.5491859147751172,0.8822239893399815,651406,1000,0,d1ec119
cvae_latent_dim8,1,3,24.5900851389149,0.31229064515831906,0.6915975903396121,2.7277903488761233,12.653706559182753,0.5491859147751172,0.8822239893399815,651406,1000,0,d1ec119
