model,c_u,c_o,mean_realized_cost,service_level,fill_rate,mean_overstock,crps,coverage_50,coverage_90,n_windows,n_scenarios,seed,commit
cvae_no_annealing,3,1,33.73711940018974,0.7627516479737675,0.8834774554456319,15.140454647332078,13.433596470248972,0.5771730687159774,0.8978808914870295,651406,1000,0,d1ec119
cvae_no_annealing,1,1,17.875461693628857,0.5253989063656153,0.7878534011108271,6.589464941987025,13.433596470248972,0.5771730687159774,0.8978808914870295,651406,1000,0,d1ec119
cvae_no_annealing,1,3,25.993280688234375,0.2931750705397248,0.6575994963724143,2.5926334728264706,13.433596470248972,0.5771730687159774,0.8978808914870295,651406,1000,0,d1ec119
